"","X","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","uri","analysis_url"
"322",43,"608a1wIsSd5KzMEqm1O7w3",0.508,0.809,11,-3.454,0,0.292,0.058,0,0.608,0.491,149.999,296147,4,"spotify:track:608a1wIsSd5KzMEqm1O7w3","https://api.spotify.com/v1/audio-analysis/608a1wIsSd5KzMEqm1O7w3"
"323",44,"16Of7eeW44kt0a1M0nitHM",0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.746,131.959,215693,4,"spotify:track:16Of7eeW44kt0a1M0nitHM","https://api.spotify.com/v1/audio-analysis/16Of7eeW44kt0a1M0nitHM"
"324",45,"0AUIjHlr9KfbVoemhhxHS6",0.702,0.883,11,-3.239,0,0.0437,0.000407,1.27e-06,0.0885,0.727,129.999,241093,4,"spotify:track:0AUIjHlr9KfbVoemhhxHS6","https://api.spotify.com/v1/audio-analysis/0AUIjHlr9KfbVoemhhxHS6"
"325",46,"0ConttVd0Ebk3dLNquOmh0",0.684,0.884,11,-3.875,1,0.251,0.371,0,0.199,0.382,97.919,279307,4,"spotify:track:0ConttVd0Ebk3dLNquOmh0","https://api.spotify.com/v1/audio-analysis/0ConttVd0Ebk3dLNquOmh0"
"326",47,"70ATm56tH7OrQ1zurYssz0",0.591,0.934,3,-4.389,1,0.437,0.0996,1.81e-06,0.348,0.458,155.968,283733,4,"spotify:track:70ATm56tH7OrQ1zurYssz0","https://api.spotify.com/v1/audio-analysis/70ATm56tH7OrQ1zurYssz0"
"327",48,"3ZdJffjzJWFimSQyxgGIxN",0.554,0.764,1,-6.129,1,0.031,0.0413,0,0.123,0.0945,90,237800,4,"spotify:track:3ZdJffjzJWFimSQyxgGIxN","https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN"
"328",49,"4Cv5dkUBqepa0siwGREihD",0.721,0.668,9,-5.561,0,0.0505,0.176,0.000104,0.0732,0.268,140.919,231173,4,"spotify:track:4Cv5dkUBqepa0siwGREihD","https://api.spotify.com/v1/audio-analysis/4Cv5dkUBqepa0siwGREihD"
"329",50,"11Iv8RCFmeImLOpaHYxKb4",0.775,0.726,9,-5.629,1,0.0369,0.0399,0.0235,0.11,0.204,126.999,185120,4,"spotify:track:11Iv8RCFmeImLOpaHYxKb4","https://api.spotify.com/v1/audio-analysis/11Iv8RCFmeImLOpaHYxKb4"
"330",51,"0HZhYMZOcUzZKSFwPOti6m",0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.09,74.541,246587,4,"spotify:track:0HZhYMZOcUzZKSFwPOti6m","https://api.spotify.com/v1/audio-analysis/0HZhYMZOcUzZKSFwPOti6m"
"331",52,"53DB6LJV9B8sz0p1s6tlGS",0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.606,125.358,227773,5,"spotify:track:53DB6LJV9B8sz0p1s6tlGS","https://api.spotify.com/v1/audio-analysis/53DB6LJV9B8sz0p1s6tlGS"
"332",53,"0obBFrPYkSoBJbvHfUIhkv",0.698,0.875,7,-4.164,1,0.322,0.115,0,0.166,0.74,129.986,199480,4,"spotify:track:0obBFrPYkSoBJbvHfUIhkv","https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv"
"333",54,"45sDIKapDyxPl307QpEAwl",0.666,0.819,4,-6.053,0,0.0466,0.166,0,0.261,0.413,95.999,211253,4,"spotify:track:45sDIKapDyxPl307QpEAwl","https://api.spotify.com/v1/audio-analysis/45sDIKapDyxPl307QpEAwl"
"334",55,"22L7bfCiAkJo5xGSQgmiIO",0.558,0.794,1,-3.234,1,0.0533,0.0724,2.15e-05,0.19,0.308,142.156,299613,4,"spotify:track:22L7bfCiAkJo5xGSQgmiIO","https://api.spotify.com/v1/audio-analysis/22L7bfCiAkJo5xGSQgmiIO"
"335",56,"7Dyq1bhhjknLKEGg4k5NLr",0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.973,228827,4,"spotify:track:7Dyq1bhhjknLKEGg4k5NLr","https://api.spotify.com/v1/audio-analysis/7Dyq1bhhjknLKEGg4k5NLr"
"336",57,"5zTzDqrEmseqL2G8ElgBu7",0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.858,150.014,220627,4,"spotify:track:5zTzDqrEmseqL2G8ElgBu7","https://api.spotify.com/v1/audio-analysis/5zTzDqrEmseqL2G8ElgBu7"
"337",58,"61HQWI1Woxup7CnGwVUsdI",0.644,0.945,7,-3.534,1,0.0717,0.0587,0,0.184,0.556,91.017,219560,4,"spotify:track:61HQWI1Woxup7CnGwVUsdI","https://api.spotify.com/v1/audio-analysis/61HQWI1Woxup7CnGwVUsdI"
"338",59,"2IpGdrWvIZipmaxo1YRxw5",0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.385,0.327,74.008,242013,4,"spotify:track:2IpGdrWvIZipmaxo1YRxw5","https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5"
"339",60,"28AUzRo0nQLESL55WDV0um",0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.649,119.963,220800,4,"spotify:track:28AUzRo0nQLESL55WDV0um","https://api.spotify.com/v1/audio-analysis/28AUzRo0nQLESL55WDV0um"
"340",61,"09ZcYBGFX16X8GMDrvqQwt",0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.364,173.794,252853,4,"spotify:track:09ZcYBGFX16X8GMDrvqQwt","https://api.spotify.com/v1/audio-analysis/09ZcYBGFX16X8GMDrvqQwt"
"341",62,"0gY2iq0xJPRoIB1PScKSw4",0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.722,205.57,210720,4,"spotify:track:0gY2iq0xJPRoIB1PScKSw4","https://api.spotify.com/v1/audio-analysis/0gY2iq0xJPRoIB1PScKSw4"
"342",63,"2CAf7WlHg8SlMLHmt55pqs",0.445,0.627,11,-4.825,1,0.0318,0.105,0,0.0858,0.14,143.821,256440,4,"spotify:track:2CAf7WlHg8SlMLHmt55pqs","https://api.spotify.com/v1/audio-analysis/2CAf7WlHg8SlMLHmt55pqs"
"343",64,"6qn9YLKt13AGvpq9jfO8py",0.737,0.758,1,-4.389,1,0.057,0.0253,0.0019,0.169,0.603,128.007,215227,4,"spotify:track:6qn9YLKt13AGvpq9jfO8py","https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py"
"344",65,"2Adn2LNgkHMH5TelQVAu4n",0.665,0.882,11,-4.968,0,0.251,0.203,0,0.085,0.883,160.023,243920,4,"spotify:track:2Adn2LNgkHMH5TelQVAu4n","https://api.spotify.com/v1/audio-analysis/2Adn2LNgkHMH5TelQVAu4n"
"345",66,"6rkAY9rk1NTFB94QxG3LJR",0.5,0.716,2,-5.194,1,0.0558,0.0933,0,0.0931,0.521,127.066,307347,4,"spotify:track:6rkAY9rk1NTFB94QxG3LJR","https://api.spotify.com/v1/audio-analysis/6rkAY9rk1NTFB94QxG3LJR"
"346",67,"4DvhkX2ic4zWkQeWMwQ2qf",0.352,0.843,7,-7.983,0,0.482,0.00738,0,0.0883,0.716,165.29,216893,5,"spotify:track:4DvhkX2ic4zWkQeWMwQ2qf","https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf"
"347",68,"7rGMKCgeYXpBecQ1FPb3oc",0.606,0.612,2,-3.676,1,0.028,0.211,3.7e-06,0.128,0.488,127.882,208135,4,"spotify:track:7rGMKCgeYXpBecQ1FPb3oc","https://api.spotify.com/v1/audio-analysis/7rGMKCgeYXpBecQ1FPb3oc"
"348",69,"55qBw1900pZKfXJ6Q9A2Lc",0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.606,119.999,227760,4,"spotify:track:55qBw1900pZKfXJ6Q9A2Lc","https://api.spotify.com/v1/audio-analysis/55qBw1900pZKfXJ6Q9A2Lc"
"349",70,"1nVLAEzhBXMJLR5zAl90Nl",0.358,0.708,4,-3.736,1,0.0315,6e-04,0.00498,0.281,0.247,150.966,200707,3,"spotify:track:1nVLAEzhBXMJLR5zAl90Nl","https://api.spotify.com/v1/audio-analysis/1nVLAEzhBXMJLR5zAl90Nl"
"350",71,"46MDLc0Yip6xCMSsdePOAU",0.578,0.908,9,-3.544,1,0.0396,0.019,0,0.289,0.709,79.987,261747,4,"spotify:track:46MDLc0Yip6xCMSsdePOAU","https://api.spotify.com/v1/audio-analysis/46MDLc0Yip6xCMSsdePOAU"
"351",72,"6dn9ndETOjczUSQO5UhKJa",0.676,0.931,4,-2.8,1,0.0495,0.0668,0,0.149,0.763,101.018,195267,4,"spotify:track:6dn9ndETOjczUSQO5UhKJa","https://api.spotify.com/v1/audio-analysis/6dn9ndETOjczUSQO5UhKJa"
"352",73,"3ts6xK5GzfMAAriT9AIBmP",0.6,0.808,4,-4.679,1,0.0403,0.208,0,0.196,0.812,172.016,167427,4,"spotify:track:3ts6xK5GzfMAAriT9AIBmP","https://api.spotify.com/v1/audio-analysis/3ts6xK5GzfMAAriT9AIBmP"
"353",74,"1yEwEiTpsaPhQi9lb5EVV4",0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.6,90.987,203173,4,"spotify:track:1yEwEiTpsaPhQi9lb5EVV4","https://api.spotify.com/v1/audio-analysis/1yEwEiTpsaPhQi9lb5EVV4"
"354",75,"0yD66650JxhqKbW76C2qCo",0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.66,105.97,225560,4,"spotify:track:0yD66650JxhqKbW76C2qCo","https://api.spotify.com/v1/audio-analysis/0yD66650JxhqKbW76C2qCo"
"355",76,"4ABua0yuWcpTotImEEJTaw",0.485,0.726,5,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.303,140.781,271907,4,"spotify:track:4ABua0yuWcpTotImEEJTaw","https://api.spotify.com/v1/audio-analysis/4ABua0yuWcpTotImEEJTaw"
"356",77,"1pbHy9VBpSyZh56xuujZz0",0.751,0.82,8,-4.23,1,0.0918,0.00331,0.00043,0.335,0.436,124.965,226227,4,"spotify:track:1pbHy9VBpSyZh56xuujZz0","https://api.spotify.com/v1/audio-analysis/1pbHy9VBpSyZh56xuujZz0"
"357",78,"4dWjQ3wEfW6KPaaxCoaPH4",0.595,0.923,7,-3.449,1,0.144,0.0693,0,0.505,0.78,125.029,224093,4,"spotify:track:4dWjQ3wEfW6KPaaxCoaPH4","https://api.spotify.com/v1/audio-analysis/4dWjQ3wEfW6KPaaxCoaPH4"
"358",79,"7kfTqGMzIHFWeBeOJALzRf",0.649,0.547,6,-7.311,0,0.0954,0.341,0.00014,0.092,0.401,152.04,235987,4,"spotify:track:7kfTqGMzIHFWeBeOJALzRf","https://api.spotify.com/v1/audio-analysis/7kfTqGMzIHFWeBeOJALzRf"
"359",80,"3lBRNqXjPp2j3JMTCXDTNO",0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.302,99.099,253747,4,"spotify:track:3lBRNqXjPp2j3JMTCXDTNO","https://api.spotify.com/v1/audio-analysis/3lBRNqXjPp2j3JMTCXDTNO"
"360",81,"1r3myKmjWoOqRip99CmSj1",0.671,0.808,2,-4.861,0,0.0652,0.02,0,0.134,0.638,121.956,206080,4,"spotify:track:1r3myKmjWoOqRip99CmSj1","https://api.spotify.com/v1/audio-analysis/1r3myKmjWoOqRip99CmSj1"
"361",82,"3djPwpsQAnp8B8gC81e7fk",0.662,0.873,0,-3.116,0,0.0395,0.0292,0,0.224,0.584,129.902,210081,4,"spotify:track:3djPwpsQAnp8B8gC81e7fk","https://api.spotify.com/v1/audio-analysis/3djPwpsQAnp8B8gC81e7fk"
"362",83,"4QczAMpo49owCaNZgtoIvv",0.634,0.716,2,-6.502,1,0.128,0.0341,0,0.0877,0.608,91.039,248107,4,"spotify:track:4QczAMpo49owCaNZgtoIvv","https://api.spotify.com/v1/audio-analysis/4QczAMpo49owCaNZgtoIvv"
"363",84,"7B6m8tHAYZsOKOKMU5SR2n",0.581,0.856,3,-4,1,0.0783,0.183,0,0.0871,0.906,169.902,209427,4,"spotify:track:7B6m8tHAYZsOKOKMU5SR2n","https://api.spotify.com/v1/audio-analysis/7B6m8tHAYZsOKOKMU5SR2n"
"364",85,"6jg5SRvdGxvJ0DzNV0UqEK",0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.633,120.016,196813,4,"spotify:track:6jg5SRvdGxvJ0DzNV0UqEK","https://api.spotify.com/v1/audio-analysis/6jg5SRvdGxvJ0DzNV0UqEK"
"365",86,"0JXXNGljqupsJaZsgSbMZV",0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.508,81,195373,4,"spotify:track:0JXXNGljqupsJaZsgSbMZV","https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV"
"366",87,"5mvKuE9Lf9ARVXVXA32kK9",0.646,0.843,5,-3.882,1,0.177,0.0314,2.39e-06,0.247,0.652,174.904,223053,4,"spotify:track:5mvKuE9Lf9ARVXVXA32kK9","https://api.spotify.com/v1/audio-analysis/5mvKuE9Lf9ARVXVXA32kK9"
"367",88,"0w9LJae3sVlZlH2CnxTInF",0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.532,151.977,229533,4,"spotify:track:0w9LJae3sVlZlH2CnxTInF","https://api.spotify.com/v1/audio-analysis/0w9LJae3sVlZlH2CnxTInF"
"368",89,"3FFcZZq3Z3EJrhUecwcMdG",0.357,0.847,8,-4.881,1,0.0524,0.000475,0,0.272,0.0809,97.408,305840,5,"spotify:track:3FFcZZq3Z3EJrhUecwcMdG","https://api.spotify.com/v1/audio-analysis/3FFcZZq3Z3EJrhUecwcMdG"
"369",90,"6xtXdS8ALTfK0g9hOG1PSX",0.485,0.701,8,-3.807,1,0.0288,0.039,0,0.0977,0.63,151.948,184920,4,"spotify:track:6xtXdS8ALTfK0g9hOG1PSX","https://api.spotify.com/v1/audio-analysis/6xtXdS8ALTfK0g9hOG1PSX"
"370",91,"1fBl642IhJOE5U319Gy2Go",0.486,0.831,5,-5.5,1,0.0506,0.000392,0,0.363,0.793,148.026,212293,4,"spotify:track:1fBl642IhJOE5U319Gy2Go","https://api.spotify.com/v1/audio-analysis/1fBl642IhJOE5U319Gy2Go"
"371",92,"1t2hJFgJyUPD2crOafMUEk",0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.342,135.839,242840,4,"spotify:track:1t2hJFgJyUPD2crOafMUEk","https://api.spotify.com/v1/audio-analysis/1t2hJFgJyUPD2crOafMUEk"
"372",93,"1M2l9ReoabUnvl6Y8jLUe7",0.667,0.381,3,-7.494,1,0.0294,0.458,0,0.116,0.206,135.979,273893,4,"spotify:track:1M2l9ReoabUnvl6Y8jLUe7","https://api.spotify.com/v1/audio-analysis/1M2l9ReoabUnvl6Y8jLUe7"
"373",94,"70tFuqBcduJv15bEnOPRTh",0.325,0.785,8,-5.632,1,0.25,0.114,0,0.28,0.43,88.048,254120,4,"spotify:track:70tFuqBcduJv15bEnOPRTh","https://api.spotify.com/v1/audio-analysis/70tFuqBcduJv15bEnOPRTh"
"374",1,"4wCmqSrbyCgxEXROQE6vtV",0.857,0.517,0,-6.972,1,0.0384,0.565,0.000195,0.102,0.75,129.063,244973,4,"spotify:track:4wCmqSrbyCgxEXROQE6vtV","https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV"
"375",2,"6ol4ZSifr7r3Lb2a9L5ZAB",0.781,0.599,7,-6.501,1,0.0436,0.0109,1.12e-06,0.109,0.59,120.053,193467,4,"spotify:track:6ol4ZSifr7r3Lb2a9L5ZAB","https://api.spotify.com/v1/audio-analysis/6ol4ZSifr7r3Lb2a9L5ZAB"
"376",3,"7a86XRg84qjasly9f6bPSD",0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.762,184.086,250627,4,"spotify:track:7a86XRg84qjasly9f6bPSD","https://api.spotify.com/v1/audio-analysis/7a86XRg84qjasly9f6bPSD"
"377",4,"1LmN9SSHISbtp9LoaR5ZVJ",0.74,0.746,4,-4.696,1,0.0424,0.0198,0,0.363,0.506,110.01,231387,4,"spotify:track:1LmN9SSHISbtp9LoaR5ZVJ","https://api.spotify.com/v1/audio-analysis/1LmN9SSHISbtp9LoaR5ZVJ"
"378",5,"7gUpO6td4OOnu0Lf9vhcIV",0.684,0.794,8,-6.08,0,0.0375,0.0344,0.0445,0.111,0.769,120.024,211800,4,"spotify:track:7gUpO6td4OOnu0Lf9vhcIV","https://api.spotify.com/v1/audio-analysis/7gUpO6td4OOnu0Lf9vhcIV"
"379",6,"1OXfWI3FQMdsKKC6lkvzSx",0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.437,126.937,198467,4,"spotify:track:1OXfWI3FQMdsKKC6lkvzSx","https://api.spotify.com/v1/audio-analysis/1OXfWI3FQMdsKKC6lkvzSx"
"380",7,"6D60klaHqbCl9ySc8VcRss",0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.677,116.044,221947,4,"spotify:track:6D60klaHqbCl9ySc8VcRss","https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss"
"381",8,"6qn9YLKt13AGvpq9jfO8py",0.737,0.758,1,-4.389,1,0.057,0.0253,0.0019,0.169,0.603,128.007,215227,4,"spotify:track:6qn9YLKt13AGvpq9jfO8py","https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py"
"382",9,"59RSrxkSKSixEWBAIvE5Wa",0.748,0.727,11,-2.42,0,0.0871,0.167,0,0.166,0.68,125.014,210627,4,"spotify:track:59RSrxkSKSixEWBAIvE5Wa","https://api.spotify.com/v1/audio-analysis/59RSrxkSKSixEWBAIvE5Wa"
"383",10,"3SPDQfj2UfWq6A2NllZnzn",0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.876,125.011,198053,4,"spotify:track:3SPDQfj2UfWq6A2NllZnzn","https://api.spotify.com/v1/audio-analysis/3SPDQfj2UfWq6A2NllZnzn"
"384",11,"1NpW5kyvO4XrNJ3rnfcNy3",0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.441,127.075,232947,4,"spotify:track:1NpW5kyvO4XrNJ3rnfcNy3","https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3"
"385",12,"3CKCZ9pfwAfoMZlMncA1Nc",0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,4,"spotify:track:3CKCZ9pfwAfoMZlMncA1Nc","https://api.spotify.com/v1/audio-analysis/3CKCZ9pfwAfoMZlMncA1Nc"
"386",13,"0obBFrPYkSoBJbvHfUIhkv",0.698,0.875,7,-4.164,1,0.322,0.115,0,0.166,0.74,129.986,199480,4,"spotify:track:0obBFrPYkSoBJbvHfUIhkv","https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv"
"387",14,"6t6oULCRS6hnI7rm0h5gwl",0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.401,107.938,277040,4,"spotify:track:6t6oULCRS6hnI7rm0h5gwl","https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl"
"388",15,"5JLv62qFIS1DR3zGEcApRt",0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.572,159.814,220947,4,"spotify:track:5JLv62qFIS1DR3zGEcApRt","https://api.spotify.com/v1/audio-analysis/5JLv62qFIS1DR3zGEcApRt"
"389",16,"3NcO4jGK1Opb5ea0mYLpxb",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.671,128.011,248133,4,"spotify:track:3NcO4jGK1Opb5ea0mYLpxb","https://api.spotify.com/v1/audio-analysis/3NcO4jGK1Opb5ea0mYLpxb"
"390",17,"0ltBH1JNzSvQJPjJpvTu9B",0.754,0.933,0,-5.786,1,0.0448,0.0199,0,0.297,0.735,103.992,225000,4,"spotify:track:0ltBH1JNzSvQJPjJpvTu9B","https://api.spotify.com/v1/audio-analysis/0ltBH1JNzSvQJPjJpvTu9B"
"391",18,"4XNrMwGx1SqP01sqkGTDmo",0.71,0.8,5,-3.439,0,0.0339,0.0563,0,0.0834,0.634,93.01,219467,4,"spotify:track:4XNrMwGx1SqP01sqkGTDmo","https://api.spotify.com/v1/audio-analysis/4XNrMwGx1SqP01sqkGTDmo"
"392",19,"1wAXODAAL6hY64ZdhrnjBO",0.759,0.849,1,-3.198,0,0.0317,0.000983,1.51e-05,0.0864,0.735,122.033,196627,4,"spotify:track:1wAXODAAL6hY64ZdhrnjBO","https://api.spotify.com/v1/audio-analysis/1wAXODAAL6hY64ZdhrnjBO"
"393",20,"49ySwzAyvxcNXOkOP6ZB1L",0.774,0.431,1,-8.407,1,0.346,0.000146,1.99e-05,0.112,0.358,201.843,181400,4,"spotify:track:49ySwzAyvxcNXOkOP6ZB1L","https://api.spotify.com/v1/audio-analysis/49ySwzAyvxcNXOkOP6ZB1L"
"394",21,"3tyPOhuVnt5zd5kGfxbCyL",0.714,0.852,8,-6.288,1,0.082,0.0023,0.0241,0.242,0.406,128,242680,4,"spotify:track:3tyPOhuVnt5zd5kGfxbCyL","https://api.spotify.com/v1/audio-analysis/3tyPOhuVnt5zd5kGfxbCyL"
"395",22,"3528IXKpbb7OMjdjWYlbfD",0.478,0.915,8,-3.858,1,0.0652,0.00584,0,0.386,0.727,154.955,177280,4,"spotify:track:3528IXKpbb7OMjdjWYlbfD","https://api.spotify.com/v1/audio-analysis/3528IXKpbb7OMjdjWYlbfD"
"396",23,"4wTMBYRE6xVTIUQ6fEudsJ",0.697,0.527,0,-10.438,0,0.211,0.0431,1.25e-05,0.0882,0.289,121.849,277387,4,"spotify:track:4wTMBYRE6xVTIUQ6fEudsJ","https://api.spotify.com/v1/audio-analysis/4wTMBYRE6xVTIUQ6fEudsJ"
"397",24,"77TT8Xvx637TpzV8kKGkUw",0.599,0.803,0,-3.641,0,0.0986,0.069,0.137,0.129,0.254,126.057,245041,4,"spotify:track:77TT8Xvx637TpzV8kKGkUw","https://api.spotify.com/v1/audio-analysis/77TT8Xvx637TpzV8kKGkUw"
"398",25,"05pKAafT85jeeNhZ6kq7HT",0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.144,136.703,240166,3,"spotify:track:05pKAafT85jeeNhZ6kq7HT","https://api.spotify.com/v1/audio-analysis/05pKAafT85jeeNhZ6kq7HT"
"399",26,"4rMNgxEwGWoPHIUcvB5BrB",0.574,0.824,2,-6.885,1,0.0463,0.359,0,0.0816,0.443,149.981,257848,4,"spotify:track:4rMNgxEwGWoPHIUcvB5BrB","https://api.spotify.com/v1/audio-analysis/4rMNgxEwGWoPHIUcvB5BrB"
"400",27,"4qikXelSRKvoCqFcHLB2H2",0.737,0.545,6,-8.536,0,0.362,0.0855,9.32e-05,0.153,0.438,140.086,332453,4,"spotify:track:4qikXelSRKvoCqFcHLB2H2","https://api.spotify.com/v1/audio-analysis/4qikXelSRKvoCqFcHLB2H2"
"401",28,"0171XsIM2xyeXRr6wsugEI",0.711,0.554,1,-6.099,1,0.0502,0.0269,0.00776,0.101,0.362,96.972,171333,4,"spotify:track:0171XsIM2xyeXRr6wsugEI","https://api.spotify.com/v1/audio-analysis/0171XsIM2xyeXRr6wsugEI"
"402",29,"0IkKz2J93C94Ei4BvDop7P",0.739,0.725,1,-4.153,1,0.165,0.0235,0,0.257,0.345,130.024,262173,4,"spotify:track:0IkKz2J93C94Ei4BvDop7P","https://api.spotify.com/v1/audio-analysis/0IkKz2J93C94Ei4BvDop7P"
"403",30,"4sK96UnGx3NjBaqvfTG2dm",0.579,0.731,11,-4.16,0,0.0452,0.0137,0,0.113,0.289,126.07,256560,4,"spotify:track:4sK96UnGx3NjBaqvfTG2dm","https://api.spotify.com/v1/audio-analysis/4sK96UnGx3NjBaqvfTG2dm"
"404",31,"1nZzRJbFvCEct3uzu04ZoL",0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,216160,4,"spotify:track:1nZzRJbFvCEct3uzu04ZoL","https://api.spotify.com/v1/audio-analysis/1nZzRJbFvCEct3uzu04ZoL"
"405",32,"5HQVUIKwCEXpe7JIHyY734",0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.557,95.078,207333,4,"spotify:track:5HQVUIKwCEXpe7JIHyY734","https://api.spotify.com/v1/audio-analysis/5HQVUIKwCEXpe7JIHyY734"
"406",33,"0pwYLVXVknPSGUQb39cePC",0.557,0.877,0,-3.321,0,0.107,0.0748,0,0.356,0.6,139.817,229467,4,"spotify:track:0pwYLVXVknPSGUQb39cePC","https://api.spotify.com/v1/audio-analysis/0pwYLVXVknPSGUQb39cePC"
"407",34,"0zlD8JjDsFUUmofqPE83Cj",0.703,0.786,8,-2.243,1,0.0561,0.0666,0,0.553,0.451,127.954,199689,4,"spotify:track:0zlD8JjDsFUUmofqPE83Cj","https://api.spotify.com/v1/audio-analysis/0zlD8JjDsFUUmofqPE83Cj"
"408",35,"7LcfRTgAVTs5pQGEQgUEzN",0.714,0.748,11,-4.471,0,0.0546,0.0106,0,0.325,0.602,128.03,201160,4,"spotify:track:7LcfRTgAVTs5pQGEQgUEzN","https://api.spotify.com/v1/audio-analysis/7LcfRTgAVTs5pQGEQgUEzN"
"409",36,"6LS6pltO7YBgjwNVhxMwtp",0.597,0.919,7,-2.954,1,0.044,0.000145,0,0.282,0.727,113.987,255587,4,"spotify:track:6LS6pltO7YBgjwNVhxMwtp","https://api.spotify.com/v1/audio-analysis/6LS6pltO7YBgjwNVhxMwtp"
"410",37,"1kPpge9JDLpcj15qgrPbYX",0.559,0.882,3,-4.281,1,0.157,0.0314,1.71e-05,0.605,0.644,126.064,205933,4,"spotify:track:1kPpge9JDLpcj15qgrPbYX","https://api.spotify.com/v1/audio-analysis/1kPpge9JDLpcj15qgrPbYX"
"411",38,"3sP3c86WFjOzHHnbhhZcLA",0.643,0.695,6,-3.099,1,0.0463,0.236,0,0.145,0.621,123.026,205347,4,"spotify:track:3sP3c86WFjOzHHnbhhZcLA","https://api.spotify.com/v1/audio-analysis/3sP3c86WFjOzHHnbhhZcLA"
"412",39,"2KpCpk6HjXXLb7nnXoXA5O",0.749,0.884,1,-6.07,1,0.243,0.0942,0,0.191,0.704,140.077,219320,4,"spotify:track:2KpCpk6HjXXLb7nnXoXA5O","https://api.spotify.com/v1/audio-analysis/2KpCpk6HjXXLb7nnXoXA5O"
"413",40,"3oL3XRtkP1WVbMxf7dtTdu",0.687,0.792,1,-4.023,0,0.0353,0.000802,0,0.2,0.866,133.962,227333,4,"spotify:track:3oL3XRtkP1WVbMxf7dtTdu","https://api.spotify.com/v1/audio-analysis/3oL3XRtkP1WVbMxf7dtTdu"
"414",41,"1gihuPhrLraKYrJMAEONyc",0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.924,127.937,206413,4,"spotify:track:1gihuPhrLraKYrJMAEONyc","https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc"
"415",42,"4kflIGfjdZJW4ot2ioixTB",0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.28,135.109,285040,4,"spotify:track:4kflIGfjdZJW4ot2ioixTB","https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB"
